Emp_ID,Emp_Name,Order_ID,Attendance_Percentage,Picking_Time_Minutes,Income_Earned
PK138,Rahul Singh,ORD006273,89.61,20,23.32
PK092,Harish M,ORD006274,87.63,14,42.95
PK152,Arun Kumar,ORD006275,82.93,8,31.36
PK032,Vignesh R,ORD006276,88.65,15,100.3
PK077,Naveen Kumar,ORD006277,89.32,13,27.51
PK051,Swetha R,ORD006278,87.21,14,92.72
PK076,Meena Devi,ORD006279,95.16,18,22.8
PK151,Arun Kumar,ORD006280,98.53,9,107.03
PK084,Karthik Raj,ORD006281,89.45,18,69.78
PK226,,ORD006282,93.77,20,15.99
PK157,Meena Devi,ORD006283,85.61,16,44.02
PK003,Karthik Raj,ORD006284,96.65,20,66.52
PK244,Meena Devi,ORD006285,84.77,3,92.77
PK220,Vignesh R,ORD006286,98.2,14,25.62
PK109,Divya Nair,ORD006287,88.16,18,77.13
PK065,Karthik Raj,ORD006288,92.04,6,106.88
PK022,Karthik Raj,ORD006289,93.64,3,23.07
PK102,Divya Nair,ORD006290,82.77,5,118.81
PK203,Anitha S,ORD006291,97.31,4,33.17
PK177,Naveen Kumar,ORD006292,90.67,12,24.37
PK188,Sanjay Kumar,ORD006293,85.89,11,46.47
PK007,Karthik Raj,ORD006294,95.46,17,95.24
PK143,Harish M,ORD006295,88.81,8,117.23
PK214,Naveen Kumar,ORD006296,87.14,20,18.14
PK019,Anitha S,ORD006297,85.83,8,62.41
PK227,Priya Sharma,ORD006298,84.86,10,98.79
PK099,Meena Devi,ORD006299,94.63,13,64.42
PK207,Anitha S,ORD006300,86.12,6,92.69
PK208,Vignesh R,ORD006301,82.2,18,18.55
PK248,Swetha R,ORD006302,96.22,3,103.8
PK027,Rahul Singh,ORD006303,99.35,5,119.25
PK003,Harish M,ORD006304,96.31,15,31.67
PK173,Rahul Singh,ORD006305,84.91,9,18.49
PK088,Arun Kumar,ORD006306,87.57,5,43.94
PK199,Swetha R,ORD006307,96.9,20,57.95
PK019,Priya Sharma,ORD006308,96.86,15,65.79
PK011,Harish M,ORD006309,91.5,13,107.35
PK192,Divya Nair,ORD006310,82.5,4,17.49
PK188,Priya Sharma,ORD006311,93.24,15,107.31
PK213,Rahul Singh,ORD006312,97.8,7,48.0
PK222,Naveen Kumar,ORD006313,97.71,3,49.9
PK163,Anitha S,ORD006314,96.59,17,113.16
PK171,Sanjay Kumar,ORD006315,97.03,15,65.35
PK077,Swetha R,ORD006316,87.57,12,99.77
PK042,Meena Devi,ORD006317,90.17,19,37.86
PK250,Priya Sharma,ORD006318,99.37,3,48.86
PK016,Divya Nair,ORD006319,92.55,11,68.52
PK177,Sanjay Kumar,ORD006320,98.69,10,33.17
PK236,Anitha S,ORD006321,99.68,15,114.19
PK001,Swetha R,ORD006322,87.92,18,40.52
PK091,Arun Kumar,ORD006323,88.09,6,50.01
PK020,Meena Devi,ORD006324,88.48,3,85.77
PK182,Meena Devi,ORD006325,89.49,18,68.5
PK099,Vignesh R,ORD006326,99.53,4,33.51
PK195,Arun Kumar,ORD006327,95.34,11,110.68
PK063,Arun Kumar,ORD006328,97.07,20,96.4
PK105,Meena Devi,ORD006329,94.26,17,79.46
PK116,Priya Sharma,ORD006330,90.19,19,28.31
PK200,Harish M,ORD006331,95.67,18,78.99
PK226,Anitha S,ORD006332,89.68,15,117.2
PK033,Meena Devi,ORD006333,95.64,8,114.02
PK138,Anitha S,ORD006334,91.26,14,30.58
PK080,Divya Nair,ORD006335,93.42,3,30.91
PK150,Vignesh R,ORD006336,96.42,16,100.39
PK051,Divya Nair,ORD006337,87.71,10,56.93
PK172,Harish M,ORD006338,90.26,4,94.95
PK183,Vignesh R,ORD006339,91.68,9,84.23
PK227,Rahul Singh,ORD006340,88.44,13,108.15
PK172,Naveen Kumar,ORD006341,96.4,10,117.13
PK082,Harish M,ORD006342,85.17,20,98.51
PK073,Rahul Singh,ORD006343,95.99,8,25.13
PK042,Vignesh R,ORD006344,84.73,16,109.84
PK016,Sanjay Kumar,ORD006345,95.82,14,48.33
PK091,Swetha R,ORD006346,94.94,3,88.85
PK226,Swetha R,ORD006347,91.39,16,59.15
PK130,Naveen Kumar,ORD006348,98.17,15,118.39
PK004,Rahul Singh,ORD006349,92.65,13,21.38
PK212,Divya Nair,ORD006350,82.72,18,45.67
PK231,Swetha R,ORD006351,84.65,20,64.23
PK040,Naveen Kumar,ORD006352,96.46,8,44.43
PK028,Rahul Singh,ORD006353,97.54,12,21.58
PK183,Swetha R,ORD006354,82.83,18,100.12
PK017,Vignesh R,ORD006355,92.44,11,96.78
PK063,Sanjay Kumar,ORD006356,89.66,5,116.73
PK208,Naveen Kumar,ORD006357,90.83,6,30.55
PK136,Harish M,ORD006358,95.74,10,60.32
PK030,Vignesh R,ORD006359,99.39,17,96.06
PK206,Harish M,ORD006360,82.68,11,112.08
PK086,Sanjay Kumar,ORD006361,95.77,10,105.32
PK100,Swetha R,ORD006362,89.41,17,17.98
PK130,Naveen Kumar,ORD006363,92.79,16,114.31
PK210,Sanjay Kumar,ORD006364,91.23,6,19.6
PK123,Karthik Raj,ORD006365,94.28,5,19.46
PK057,Swetha R,ORD006366,87.66,6,119.53
PK131,Rahul Singh,ORD006367,93.43,3,78.06
PK211,Karthik Raj,ORD006368,99.13,19,109.48
PK184,Arun Kumar,ORD006369,84.39,6,34.04
PK145,Meena Devi,ORD006370,96.2,6,18.02
PK145,Rahul Singh,ORD006371,89.65,20,63.16
PK098,Anitha S,ORD006372,93.99,12,48.06
PK135,Rahul Singh,ORD006373,90.11,6,35.38
PK192,Naveen Kumar,ORD006374,87.99,19,87.04
PK122,Priya Sharma,ORD006375,82.91,20,113.95
PK139,Sanjay Kumar,ORD006376,94.48,19,22.33
PK052,Karthik Raj,ORD006377,87.92,14,45.54
PK200,Anitha S,ORD006378,95.12,15,104.62
PK020,Naveen Kumar,ORD006379,85.3,8,24.2
PK152,Anitha S,ORD006380,90.99,15,83.68
PK208,Priya Sharma,ORD006381,82.63,14,23.47
PK166,Harish M,ORD006382,86.24,13,70.4
PK141,Priya Sharma,ORD006383,88.28,4,75.02
PK239,Vignesh R,ORD006384,87.5,12,61.07
PK103,Vignesh R,ORD006385,92.23,14,81.4
PK043,Naveen Kumar,ORD006386,88.92,5,105.01
PK238,Meena Devi,ORD006387,94.9,11,56.77
PK105,Meena Devi,ORD006388,85.15,19,75.49
PK162,Meena Devi,ORD006389,92.23,18,52.03
PK096,Arun Kumar,ORD006390,86.09,5,114.17
PK030,Sanjay Kumar,ORD006391,89.8,15,72.46
PK242,Anitha S,ORD006392,96.82,4,111.54
PK209,Divya Nair,ORD006393,95.17,19,52.3
PK184,Meena Devi,ORD006394,90.42,5,95.35
PK180,Anitha S,ORD006395,90.34,13,23.38
PK248,Sanjay Kumar,ORD006396,99.32,18,37.13
PK117,Swetha R,ORD006397,85.6,3,102.52
PK128,Rahul Singh,ORD006398,86.49,5,71.66
PK143,Naveen Kumar,ORD006399,84.35,13,103.62
PK157,Anitha S,ORD006400,84.7,10,44.07
PK079,Sanjay Kumar,ORD006401,91.77,11,18.41
PK045,Anitha S,ORD006402,90.97,17,32.36
PK082,Arun Kumar,ORD006403,85.3,18,21.04
PK166,Karthik Raj,ORD006404,91.46,10,20.16
PK175,Divya Nair,ORD006405,95.0,10,86.51
PK104,Naveen Kumar,ORD006406,97.5,14,111.1
PK223,Anitha S,ORD006407,91.91,13,54.41
PK083,Meena Devi,ORD006408,87.08,6,16.94
PK230,Anitha S,ORD006409,90.75,13,86.7
PK083,Sanjay Kumar,ORD006410,86.2,-2,64.02
PK190,Anitha S,ORD006411,95.08,20,31.83
PK096,Divya Nair,ORD006412,82.08,4,48.72
PK076,Harish M,ORD006413,86.59,20,108.63
PK192,Meena Devi,ORD006414,86.8,13,100.17
PK016,Karthik Raj,ORD006415,90.51,18,74.74
PK183,Swetha R,ORD006416,92.96,18,97.8
PK137,Meena Devi,ORD006417,97.14,3,98.72
PK217,Anitha S,ORD006418,82.73,20,16.4
PK007,Swetha R,ORD006419,88.45,3,34.22
PK055,Rahul Singh,ORD006420,90.55,5,109.23
PK222,Naveen Kumar,ORD006421,83.0,7,31.91
PK167,Harish M,ORD006422,82.91,16,62.51
PK085,Priya Sharma,ORD006423,90.48,17,45.23
PK159,Karthik Raj,ORD006424,90.14,6,112.65
PK019,Anitha S,ORD006425,84.88,4,76.07
PK005,Naveen Kumar,ORD006426,82.61,20,117.72
PK150,Swetha R,ORD006427,94.85,5,119.65
PK106,Karthik Raj,ORD006428,88.7,19,54.05
PK169,Naveen Kumar,ORD006429,91.62,17,18.96
PK096,Karthik Raj,ORD006430,96.57,7,87.47
PK079,Rahul Singh,ORD006431,86.85,9,67.95
PK088,Meena Devi,ORD006432,95.17,8,48.47
PK030,Anitha S,ORD006433,82.04,14,36.02
PK062,Meena Devi,ORD006434,95.73,7,21.61
PK094,Vignesh R,ORD006435,99.94,3,15.37
PK160,Divya Nair,ORD006436,90.24,10,64.17
PK078,Arun Kumar,ORD006437,95.52,5,67.66
PK010,Sanjay Kumar,ORD006438,95.48,9,18.64
PK206,Karthik Raj,ORD006439,95.94,16,67.89
PK091,Anitha S,ORD006440,96.75,13,45.09
PK082,Meena Devi,ORD006441,97.55,15,62.49
PK038,Arun Kumar,ORD006442,82.98,15,66.1
PK192,Vignesh R,ORD006443,93.13,9,53.18
PK048,Vignesh R,ORD006444,96.69,19,110.32
PK246,Harish M,ORD006445,89.81,9,33.47
PK032,Arun Kumar,ORD006446,92.14,18,23.49
PK228,Divya Nair,ORD006447,93.05,4,114.74
PK208,Vignesh R,ORD006448,96.89,15,97.29
PK072,Naveen Kumar,ORD006449,99.53,12,97.89
PK047,Anitha S,ORD006450,94.71,15,66.91
PK058,Sanjay Kumar,ORD006451,93.96,8,99.26
PK194,Naveen Kumar,ORD006452,92.07,11,23.12
PK062,Naveen Kumar,ORD006453,92.3,4,44.9
PK195,Rahul Singh,ORD006454,87.1,17,78.32
PK204,Vignesh R,ORD006455,89.09,4,21.39
PK143,Harish M,ORD006456,84.21,8,118.27
PK028,Meena Devi,ORD006457,99.65,11,56.63
PK070,Sanjay Kumar,ORD006458,88.76,8,82.46
PK235,Harish M,ORD006459,87.52,8,41.5
PK062,Vignesh R,ORD006460,84.7,8,15.03
PK066,Arun Kumar,ORD006461,87.2,19,23.24
PK017,Divya Nair,ORD006462,97.3,12,41.6
PK168,Meena Devi,ORD006463,88.75,17,83.39
PK035,Meena Devi,ORD006464,99.69,7,25.14
PK028,Karthik Raj,ORD006465,92.42,7,104.1
PK193,Harish M,ORD006466,95.33,16,59.59
PK102,Divya Nair,ORD006467,85.37,3,108.12
PK033,Sanjay Kumar,ORD006468,90.04,5,28.02
PK116,Karthik Raj,ORD006469,91.01,20,78.96
PK070,Harish M,ORD006470,83.86,11,16.89
PK115,Rahul Singh,ORD006471,84.05,3,39.89
PK128,Arun Kumar,ORD006472,90.04,19,104.35
PK218,Meena Devi,ORD006473,82.72,3,74.08
PK050,Naveen Kumar,ORD006474,87.64,7,95.06
PK091,Vignesh R,ORD006475,89.16,3,17.81
PK237,Priya Sharma,ORD006476,94.88,11,58.24
PK191,Harish M,ORD006477,85.41,12,50.33
PK120,Meena Devi,ORD006478,89.4,20,43.3
PK041,Swetha R,ORD006479,89.58,8,98.41
PK169,Sanjay Kumar,ORD006480,88.17,14,93.1
PK108,Arun Kumar,ORD006481,85.21,15,46.6
PK098,Vignesh R,ORD006482,96.65,12,68.49
PK055,Naveen Kumar,ORD006483,83.43,16,57.25
PK113,Swetha R,ORD006484,87.66,17,15.21
PK179,Vignesh R,ORD006485,93.64,15,54.65
PK075,Sanjay Kumar,ORD006486,88.71,5,35.99
PK035,Harish M,ORD006487,96.36,8,69.0
PK048,Meena Devi,ORD006488,91.7,9,47.17
PK161,Anitha S,ORD006489,91.38,16,64.62
PK117,Meena Devi,ORD006490,93.81,3,53.63
PK123,Vignesh R,ORD006491,83.22,9,87.21
PK238,Karthik Raj,ORD006492,89.75,4,33.72
PK152,Harish M,ORD006493,89.12,6,27.03
PK123,Sanjay Kumar,ORD006494,86.5,3,71.64
PK114,Harish M,ORD006495,87.53,13,63.95
PK248,Harish M,ORD006496,96.35,6,40.95
PK197,Anitha S,ORD006497,99.99,8,37.27
PK208,Vignesh R,ORD006498,87.29,11,25.66
PK031,Karthik Raj,ORD006499,98.58,10,41.64
PK175,Swetha R,ORD006500,94.73,11,117.79
PK193,Swetha R,ORD006501,88.11,11,83.09
PK241,Arun Kumar,ORD006502,83.52,17,52.79
PK098,Naveen Kumar,ORD006503,95.79,13,97.84
PK178,Vignesh R,ORD006504,83.05,9,25.93
PK105,Sanjay Kumar,ORD006505,96.3,10,48.14
PK204,Anitha S,ORD006506,87.62,13,100.21
PK159,Meena Devi,ORD006507,82.68,17,109.06
PK138,Naveen Kumar,ORD006508,91.58,6,58.46
PK233,Vignesh R,ORD006509,91.7,8,101.24
PK146,Rahul Singh,ORD006510,92.97,19,43.62
PK038,Vignesh R,ORD006511,93.77,19,108.63
PK234,Naveen Kumar,ORD006512,99.74,6,23.66
PK131,Arun Kumar,ORD006513,86.47,5,40.22
PK228,Divya Nair,ORD006514,97.24,5,74.22
PK212,Meena Devi,ORD006515,97.87,10,54.75
PK209,Vignesh R,ORD006516,82.6,16,63.84
PK197,Karthik Raj,ORD006517,96.6,6,82.59
PK181,Meena Devi,ORD006518,91.05,5,21.02
PK141,Anitha S,ORD006519,97.65,5,80.04
PK186,Harish M,ORD006520,88.62,4,104.55
PK249,Priya Sharma,ORD006521,97.59,13,106.54
PK227,Arun Kumar,ORD006522,87.11,6,57.66
PK216,Meena Devi,ORD006523,83.07,9,18.2
PK138,Arun Kumar,ORD006524,93.86,10,30.47
PK237,Meena Devi,ORD006525,83.71,12,29.47
PK061,Rahul Singh,ORD006526,91.61,16,113.38
PK102,Priya Sharma,ORD006527,99.75,8,46.87
PK225,Priya Sharma,ORD006528,99.93,7,74.65
PK175,Karthik Raj,ORD006529,83.24,19,34.04
PK126,Vignesh R,ORD006530,91.49,12,94.53
PK080,Sanjay Kumar,ORD006531,99.38,11,90.77
PK181,Naveen Kumar,ORD006532,99.3,10,42.32
PK085,Meena Devi,ORD006533,95.09,6,48.28
PK189,Naveen Kumar,ORD006534,94.15,12,46.16
PK076,Rahul Singh,ORD006535,87.09,5,22.47
PK123,Karthik Raj,ORD006536,82.81,19,115.44
PK083,Swetha R,ORD006537,86.15,9,42.34
PK206,Priya Sharma,ORD006538,94.35,11,83.22
PK205,Anitha S,ORD006539,87.22,18,72.82
PK166,Naveen Kumar,ORD006540,92.28,4,69.8
PK089,Arun Kumar,ORD006541,87.91,9,99.35
PK079,Sanjay Kumar,ORD006542,84.69,4,105.73
PK057,Karthik Raj,ORD006543,92.5,16,103.89
PK154,Naveen Kumar,ORD006544,95.4,20,68.77
PK094,Rahul Singh,ORD006545,97.45,12,93.54
PK080,Vignesh R,ORD006546,86.8,8,59.94
PK033,Arun Kumar,ORD006547,95.07,8,48.83
PK235,Naveen Kumar,ORD006548,92.73,6,102.15
PK093,Meena Devi,ORD006549,84.91,14,88.01
PK052,Vignesh R,ORD006550,82.6,11,45.65
PK053,Meena Devi,ORD006551,85.05,16,15.38
PK189,Naveen Kumar,ORD006552,90.92,15,20.9
PK204,Anitha S,ORD006553,97.94,5,68.32
PK247,Meena Devi,ORD006554,84.51,17,23.26
PK197,Swetha R,ORD006555,84.86,15,59.47
PK134,Swetha R,ORD006556,84.54,6,44.18
PK200,Arun Kumar,ORD006557,83.7,5,87.57
PK129,Sanjay Kumar,ORD006558,85.27,9,49.84
PK049,Vignesh R,ORD006559,95.4,14,63.0
PK219,Divya Nair,ORD006560,82.72,10,76.5
PK247,Divya Nair,ORD006561,91.75,7,39.8
PK236,Anitha S,ORD006562,83.14,3,43.57
PK058,Rahul Singh,ORD006563,90.89,7,34.12
PK153,Karthik Raj,ORD006564,92.21,17,110.08
PK131,Sanjay Kumar,ORD006565,91.62,10,74.6
PK006,Anitha S,ORD006566,99.77,20,85.5
PK022,,ORD006567,89.81,5,92.6
PK015,Meena Devi,ORD006568,95.79,13,21.16
PK093,Swetha R,ORD006569,99.29,19,117.1
PK090,Harish M,ORD006570,88.19,18,48.82
PK160,Priya Sharma,ORD006571,99.23,17,69.81
PK047,Rahul Singh,ORD006572,93.65,6,44.39
PK247,Naveen Kumar,ORD006573,93.58,13,102.54
PK098,Priya Sharma,ORD006574,82.52,13,26.98
PK160,Meena Devi,ORD006575,96.64,8,45.82
PK152,Swetha R,ORD006576,90.59,11,35.97
PK135,Karthik Raj,ORD006577,92.36,12,90.99
PK202,Vignesh R,ORD006578,83.65,18,72.55
PK223,Harish M,ORD006579,93.36,11,26.36
PK135,Divya Nair,ORD006580,92.71,3,76.57
PK164,Sanjay Kumar,ORD006581,91.05,11,67.43
PK102,Naveen Kumar,ORD006582,97.29,19,95.68
PK240,Harish M,ORD006583,86.11,10,62.51
PK046,Anitha S,ORD006584,95.69,10,112.48
PK091,Divya Nair,ORD006585,98.81,18,85.91
PK133,Harish M,ORD006586,97.49,14,110.31
PK154,Karthik Raj,ORD006587,90.35,18,37.94
PK028,Naveen Kumar,ORD006588,91.01,13,104.91
PK100,Meena Devi,ORD006589,82.76,15,96.18
PK132,Vignesh R,ORD006590,92.58,12,23.02
PK249,Anitha S,ORD006591,94.67,6,110.29
PK208,Karthik Raj,ORD006592,88.12,9,77.72
PK133,Karthik Raj,ORD006593,86.38,4,61.09
PK194,Swetha R,ORD006594,86.36,10,66.41
PK130,Priya Sharma,ORD006595,93.65,13,21.64
PK197,Swetha R,ORD006596,88.24,11,102.94
PK005,Harish M,ORD006597,89.5,19,20.37
PK028,Meena Devi,ORD006598,86.57,4,97.61
PK136,Sanjay Kumar,ORD006599,97.41,4,80.7
PK169,Arun Kumar,ORD006600,95.12,18,40.64
PK017,Priya Sharma,ORD006601,96.35,16,68.72
PK216,Vignesh R,ORD006602,90.3,19,96.84
PK081,Karthik Raj,ORD006603,99.0,9,46.81
PK215,Harish M,ORD006604,95.65,5,41.87
PK231,Vignesh R,ORD006605,84.17,15,51.46
PK223,Karthik Raj,ORD006606,94.48,12,67.35
PK114,Arun Kumar,ORD006607,84.48,19,102.54
PK172,Rahul Singh,ORD006608,86.81,18,29.35
PK134,Karthik Raj,ORD006609,96.34,12,49.68
PK094,Divya Nair,ORD006610,92.95,5,23.7
PK232,Swetha R,ORD006611,98.86,7,56.71
PK050,Vignesh R,ORD006612,85.54,10,104.83
PK169,Arun Kumar,ORD006613,96.94,18,61.88
PK168,Swetha R,ORD006614,86.44,7,87.63
PK189,Divya Nair,ORD006615,91.69,16,91.83
PK232,Naveen Kumar,ORD006616,92.69,4,80.51
PK002,Meena Devi,ORD006617,92.9,16,69.0
PK069,Anitha S,ORD006618,88.47,9,38.4
PK065,Sanjay Kumar,ORD006619,91.34,14,72.57
PK199,Sanjay Kumar,ORD006620,85.96,6,103.27
PK058,Divya Nair,ORD006621,91.78,20,91.19
PK212,Vignesh R,ORD006622,83.57,20,88.67
PK054,Vignesh R,ORD006623,89.03,13,105.66
PK090,Meena Devi,ORD006624,87.71,9,57.14
PK248,Rahul Singh,ORD006625,95.81,18,76.0
PK222,Harish M,ORD006626,82.94,10,44.8
PK199,Swetha R,ORD006627,99.79,15,36.29
PK141,Arun Kumar,ORD006628,91.04,10,74.94
PK015,Sanjay Kumar,ORD006629,87.45,14,43.33
PK203,Rahul Singh,ORD006630,91.41,12,73.33
PK044,Sanjay Kumar,ORD006631,97.09,7,47.09
PK198,Karthik Raj,ORD006632,84.52,13,78.07
PK063,Rahul Singh,ORD006633,87.27,16,71.6
PK223,Rahul Singh,ORD006634,82.4,9,104.49
PK222,Sanjay Kumar,ORD006635,92.02,13,27.05
PK148,Harish M,ORD006636,95.77,14,47.77
PK226,Divya Nair,ORD006637,83.75,5,42.64
PK045,Swetha R,ORD006638,98.47,18,25.85
PK083,Naveen Kumar,ORD006639,95.87,15,39.96
PK039,Vignesh R,ORD006640,86.66,16,16.95
PK104,Harish M,ORD006641,92.99,4,45.88
PK030,Karthik Raj,ORD006642,91.64,8,23.78
PK121,Meena Devi,ORD006643,91.89,16,99.91
PK106,Rahul Singh,ORD006644,87.01,20,102.73
PK113,Vignesh R,ORD006645,95.97,4,97.25
PK222,Anitha S,ORD006646,90.77,20,108.18
PK241,Swetha R,ORD006647,85.01,5,82.24
PK030,Divya Nair,ORD006648,88.13,13,18.56
PK127,Divya Nair,ORD006649,86.49,12,116.57
PK027,Arun Kumar,ORD006650,98.38,13,52.11
PK222,Arun Kumar,ORD006651,89.0,14,87.25
PK093,Harish M,ORD006652,90.62,12,79.81
PK028,Karthik Raj,ORD006653,96.59,7,64.18
PK096,Meena Devi,ORD006654,87.38,18,50.6
PK196,Swetha R,ORD006655,99.76,20,49.39
PK046,Arun Kumar,ORD006656,88.32,17,92.81
PK151,Meena Devi,ORD006657,92.52,19,75.96
PK158,Anitha S,ORD006658,94.47,12,77.27
PK104,Naveen Kumar,ORD006659,89.75,19,114.78
PK230,Priya Sharma,ORD006660,83.78,20,82.17
PK084,Harish M,ORD006661,89.64,13,116.51
PK212,Karthik Raj,ORD006662,95.99,17,44.88
PK125,Sanjay Kumar,ORD006663,86.56,19,89.5
PK136,Meena Devi,ORD006664,91.09,4,56.54
PK186,Vignesh R,ORD006665,94.92,5,107.23
PK085,Divya Nair,ORD006666,94.07,18,78.73
PK164,Sanjay Kumar,ORD006667,87.79,15,47.19
PK170,Swetha R,ORD006668,94.45,12,118.6
PK176,Naveen Kumar,ORD006669,95.33,20,68.76
PK135,Karthik Raj,ORD006670,86.53,10,75.39
PK238,Naveen Kumar,ORD006671,99.14,10,21.7
PK044,Anitha S,ORD006672,87.28,13,57.62
PK071,Meena Devi,ORD006673,93.63,10,60.94
PK129,Divya Nair,ORD006674,94.33,3,34.29
PK142,Meena Devi,ORD006675,88.91,8,78.39
PK230,Harish M,ORD006676,82.37,8,60.93
PK060,Karthik Raj,ORD006677,99.71,19,35.18
PK188,Swetha R,ORD006678,91.68,3,47.24
PK248,Meena Devi,ORD006679,86.23,8,26.13
PK038,Naveen Kumar,ORD006680,85.35,16,97.07
PK135,Naveen Kumar,ORD006681,92.66,15,-25.0
PK032,Swetha R,ORD006682,87.38,7,34.9
PK221,Sanjay Kumar,ORD006683,87.77,15,119.8
PK167,Harish M,ORD006684,84.37,20,97.01
PK005,Rahul Singh,ORD006685,98.41,14,79.34
PK232,Divya Nair,ORD006686,99.35,20,115.47
PK198,Rahul Singh,ORD006687,91.49,3,87.49
PK170,Meena Devi,ORD006688,92.82,17,26.42
PK214,Sanjay Kumar,ORD006689,86.37,5,93.17
PK195,Sanjay Kumar,ORD006690,95.22,17,88.8
PK166,Meena Devi,ORD006691,90.27,14,44.22
PK030,Priya Sharma,ORD006692,82.58,3,109.17
PK110,Karthik Raj,ORD006693,88.93,18,61.95
PK035,Swetha R,ORD006694,84.15,12,119.07
PK227,Divya Nair,ORD006695,91.03,11,102.39
PK020,Swetha R,ORD006696,87.7,16,90.31
PK093,Karthik Raj,ORD006697,83.4,13,16.2
PK100,Karthik Raj,ORD006698,90.78,19,114.45
PK167,Swetha R,ORD006699,82.66,9,99.44
PK009,Divya Nair,ORD006700,85.03,9,48.47
PK232,Naveen Kumar,ORD006701,91.77,11,74.98
PK049,Anitha S,ORD006702,87.46,10,83.77
PK066,Anitha S,ORD006703,91.26,18,40.37
PK042,Karthik Raj,ORD006704,90.29,5,57.1
PK148,Karthik Raj,ORD006705,98.25,17,17.35
PK179,Anitha S,ORD006706,87.03,6,32.24
PK173,Sanjay Kumar,ORD006707,89.43,14,46.56
PK036,Harish M,ORD006708,87.27,20,44.26
PK186,Harish M,ORD006709,89.65,13,103.62
PK028,Karthik Raj,ORD006710,93.96,14,57.08
PK176,Priya Sharma,ORD006711,87.04,15,85.81
PK037,Sanjay Kumar,ORD006712,90.37,9,116.03
PK076,Naveen Kumar,ORD006713,98.3,16,112.0
PK218,Priya Sharma,ORD006714,84.27,14,50.11
PK001,Vignesh R,ORD006715,91.13,4,51.67
PK228,Priya Sharma,ORD006716,94.29,16,66.55
PK249,Divya Nair,ORD006717,95.22,10,27.28
PK130,Karthik Raj,ORD006718,92.52,14,68.42
PK241,Naveen Kumar,ORD006719,93.88,15,109.29
PK155,Karthik Raj,ORD006720,91.61,13,47.03
PK162,Divya Nair,ORD006721,98.87,20,35.74
PK100,Anitha S,ORD006722,94.61,20,86.28
PK167,Anitha S,ORD006723,98.43,10,40.45
PK240,Karthik Raj,ORD006724,89.38,20,36.74
PK181,Swetha R,ORD006725,82.0,15,82.29
PK030,Meena Devi,ORD006726,85.33,13,62.72
PK104,Vignesh R,ORD006727,94.49,8,33.68
PK095,Harish M,ORD006728,94.91,4,72.95
PK109,Swetha R,ORD006729,96.71,17,118.98
PK198,Karthik Raj,ORD006730,99.8,4,58.12
PK147,Harish M,ORD006731,85.39,10,98.91
PK230,Karthik Raj,ORD006732,94.76,20,113.53
PK158,Priya Sharma,ORD006733,89.89,12,69.97
PK111,Anitha S,ORD006734,85.16,6,98.24
PK134,Swetha R,ORD006735,91.8,18,52.95
PK241,Meena Devi,ORD006736,92.78,12,32.41
PK088,Karthik Raj,ORD006737,99.9,11,84.97
PK027,Meena Devi,ORD006738,91.03,16,82.35
PK043,Priya Sharma,ORD006739,96.02,12,95.11
PK115,Arun Kumar,ORD006740,86.27,8,92.43
PK182,Divya Nair,ORD006741,88.0,17,101.92
PK224,Harish M,ORD006742,83.83,20,50.64
PK178,Rahul Singh,ORD006743,90.72,18,40.7
PK223,Meena Devi,ORD006744,85.06,15,31.68
PK191,Harish M,ORD006745,85.82,9,108.03
PK150,Swetha R,ORD006746,98.03,16,116.33
PK040,Naveen Kumar,ORD006747,89.75,11,105.78
PK035,Arun Kumar,ORD006748,85.52,9,55.34
PK002,Priya Sharma,ORD006749,89.78,16,90.92
PK219,Harish M,ORD006750,82.02,15,31.31
PK156,Arun Kumar,ORD006751,93.19,5,39.64
PK185,Divya Nair,ORD006752,92.13,13,109.16
PK198,Rahul Singh,ORD006753,82.75,13,105.26
PK156,Divya Nair,ORD006754,89.33,10,52.06
PK198,Rahul Singh,ORD006755,88.07,4,58.85
PK242,Anitha S,ORD006756,86.92,20,75.76
PK225,Priya Sharma,ORD006757,96.58,15,88.88
PK041,Karthik Raj,ORD006758,92.1,9,61.28
PK012,Divya Nair,ORD006759,85.82,9,39.56
PK183,Rahul Singh,ORD006760,88.65,7,59.86
PK074,Sanjay Kumar,ORD006761,93.96,12,73.95
PK201,Sanjay Kumar,ORD006762,87.91,20,67.96
PK115,Naveen Kumar,ORD006763,95.14,16,44.72
PK233,Sanjay Kumar,ORD006764,94.95,20,27.74
PK157,Priya Sharma,ORD006765,97.82,8,20.46
PK133,Karthik Raj,ORD006766,87.29,9,99.15
PK028,Sanjay Kumar,ORD006767,89.01,6,18.6
PK102,Anitha S,ORD006768,85.86,12,117.18
PK068,Rahul Singh,ORD006769,95.54,7,107.78
PK195,Meena Devi,ORD006770,97.84,9,64.25
PK102,Harish M,ORD006771,99.5,20,115.95
PK217,Karthik Raj,ORD006772,82.67,10,51.81
PK189,Meena Devi,ORD006773,93.99,6,119.0
PK027,Sanjay Kumar,ORD006774,85.18,17,15.01
PK028,Arun Kumar,ORD006775,99.29,20,81.62
PK244,Meena Devi,ORD006776,85.84,17,119.62
PK098,Divya Nair,ORD006777,99.59,19,83.9
PK065,Anitha S,ORD006778,96.05,9,68.16
PK156,Karthik Raj,ORD006779,82.64,10,87.06
PK029,Rahul Singh,ORD006780,82.03,8,57.62
PK207,Naveen Kumar,ORD006781,90.47,8,90.92
